228,houve uma divergência apresentada quando o órgão prefeitura de joão dias foi enviar o relatório do siope nas quais após realizarmos alguns teste verificamos que a fonte não se encontrava cadastrada e algumas linhas apresentavam códigos diferentes dos nossos
229,os processos distribuídos para a diretora precisam de despacho para sair do setor entretanto ela não está conseguindo assinar as minutas quando ela assina não aparece a assinatura e a publicação tendo que fazer o processo novamente sem sucesso alguns processos são os numero numero numero numero numero numero e numero numero
230,os processos com despacho assinado pela diretora não estão sendo publicados automaticamente quando o modelo que é mala direta está configurado para publicação no momento da assinatura alguns exemplos são os processos numero numero numero numero numero numero numero numero numero numero
231,o sistema ergon não esta funcionando
232,não estou conseguindo acessar mutirão dae
233,registro que a consulta descrita na imagem em anexo no siai dp através da área restrita não está retornando resultado e foi informado pelo setor de suporte da din que está gerando tráfego e processamento muito acima do esperado solicito correção
234,detectada dívida no sistema de processos citações comarca citação n numero cujo município da citação não existe na tabela de comarca homologada de protesto
235,detectada pessoa no sistema de processos citações comarca pessoa id numero cujo município da residencia não existe na tabela de comarca homologada de protesto
236,digitalizei o processo numero numero mas o sistema informa que existem pensados que não foram digitalizados tentei criar novo lote na tentativa de identificar o problema e encontrei a informação em anexo
237,o processo numero numero enviado a protesto não teve o retorno informando se foi protestado
238,al terar senha do usuário
239,bom dia ao tentar tramitar o processo n numero numero da dap adm para a dap apareceu a seguinte mensagem de erro ocorreu um erro na motagem do lote o processo numero numero não pode ser tramitado pois existe informação cadastrada no processo que ainda não foi publicada tentei excluir a informação na opção assinar informação mas como não foi produzida no setor não consigo solicito providências para sanar o problema e agradeço desde já pela gentileza de sempre no trato com nossas demandas att sheyla yusk
240,o processo numero numero não aparece na página de envio de protesto e ao verificar na pagina de pendencias aparece o que está registrado no anexo
241,verificar erro ao acessar sistema do sigef sistema de gestão fundiária do governo do estado
242,um erro surge na tela ao tentar realizar a consulta passo um órgão me é retornado o resultado mas não consigo visualizar os anexos o caminho que estou utilizando é cont externo siai análise cons dados coletados todos anexos
243,ao vincular nota numero numero usando o tipo carona em administrativo ordem cronológica de pagamentos gerenciar nota fiscal a página não retorna erro e não efetua a vinculação vincular ao processo numero numero
244,o sistema acusa que não há voto cadastrado entretanto foi feita a opção por voto vista concordando com o relator
245,informo que o sistema de retiradas de arp administrativo contratos do tce controles de retirada não admite número fracionado com utilização de vírgulas no entanto quando da utilização para serviços de engenharia faz se necessária esta maneira de realizar a retirada em razão da natureza do objeto diante do exposto solicito que seja verificada a possibilidade de adequação do sistema à necessidade administrativa modificando o sistema para aceitar quantitativos fracionados
246,ao tentar enviar os processos abaixo para protesto a aba de consulta de pendência de envio de protesto apresentou os seguintes impedimentos numero numero informação composição pauta e informação base informação numero numero o registro não possui informação ativa de certidão relacionada a certidão de débitos não quitados na tabela de informações e o débito deve está sem alt eração no status do protesto numero numero numero numero numero numero e numero numero ao clicar na bolinha para envio acusa que o endereço não está correto verifiquei no infosseg e o endereço corresponde talvez seja a comarca ou algum de do ou outra letra numero numero numero numero aba de consulta de pendência de envio de protesto aparecem várias mãozinhas vermelhas sem especificar o erro
247,problema ao inserir informação
248,sem acesso
249,usuário está tentando assinar decisão monocrática para o processo numero numero sistema apresenta o erro crystal reports activex designer erro numero e numero query engine error hy numero microsoft odbc sql server driver a instrução associada não está preparada e tce portal arearestrita sistemas ata relatorios imprimirrptnovo asp line numero
250,ao acessar administrativo ordem cronológica de pagamentos impedimentos da nota fiscal verificamos que a mesma não está carregando os dados
251,usuário informa que está sem acesso a internet
252,usuário informou que está clicando no link do legis e uma mensagem de erro aparece informando que o usuário nao está mais logado na área restrita foi informado ao usuário que isso se deve ao fato da coneção da area de trabalho ter ficado muito tempo em inatividade informamos que basta que o mesmo abra e feche o navegador e acesse novamente a area restrita
253,órgão instituto de previdência dos servidores municipais de são tomé usuário manoel francisco silva de carvalho cpf numero ao tentar cadastrar legislação o sistema apresenta o seguinte erro
254,ao tentar realizar retirar fracionada de ata foi exibido o erro error converting data type varchar to numeric imagem em anexo
255,problema ao acessar o channel
256,ao incluir despacho para realizar a tramitação do processo ocorre o erro da imagem em anexo
257,situação de entrega do rgf dos rreos e das contas anuais da prefeitura municipal de natal no ano de numero não é apresentado a informação referente a data das entregas dos comprovantes de publicação do rgf
258,ao tentar consultar um pagamento da caern utilizando a consulta de pagamentos do anexo numero o sistema apresentou mensagem de erro conforme imagem anexa
259,ao acessar relatórios órgãos situação da entrega do rreo e rgf dam para prefeitura de são bento de trairi ano numero aparece a seguinte mensagem crystal reports activex designer erro numero e numero failed to open a rowset details numero microsoft odbc sql server driver sql server subquery returned more than numero value this is not permitted when the subquery follows or when the subquery is used as an expression e tce portal arearestrita sistemas rel orgaos relatorios imprimirrptnovo asp line numero
260,estou fazendo um trabalho em determinados processos onde preciso incluir um mesmo arquivo em todos eles já o fiz o procedimento em cerca de numero processos só nesta semana e agora o sistema não aceita mais apresentando a mensagem de erro que segue em anexo
261,o sistema somente permite o envio de um numero limitado de processos por dia pra protesto depois aparece a imagem anexa e não envia mais nenhum daqueles que já estão no lote de dívidas selecionadas para envio a protesto
262,usuário informa que está querendo cadastrar o voto final para o processo numero numero sistema apresenta o erro este processo já foi julgado por este relator em anexo o erro
263,o processo numero numero não aparece na página de remssa de protesto e ao verificar aparece a informação conforme anexo o numero numero também não aparece pra enviar e conta a informação informação base informação
264,conforme print anexado está ocorrendo problema no momento de inclusão de anotação em processos selecionados
265,usuário está tentando colocar data doe para processo numero numero sistema retorna o erro em anexo
266,usuário está tentando inserir data doe para o processo numero numero sistema apresenta o erro microsoft ole db provider for sql server erro numero e numero data de publicação precisa ser preenchida sistemas processo registrarato asp line numero em anexo o print do erro
267,boa tarde ao tentar enviar o arquivo da ldo numero constatou esse erro aguardando como devo prosseguir desde já agradeço
268,problema com processo apensado n numero numero eles foram digitalizados e importado mas quando vai consultar ele está como processo físico o processo apensador é o numero numero
269,está dando o seguinte erro abaixo ao anexar arquivos na arearestria favor resetar o pool do iis erro de tempo de execução do microsoft vbscript erro numero a numero memória insuficiente binary upload upload asp line numero
270,erro ao consultar anexo numero no transparência jurisdicionado no site tce
271,ao acessar as contas de gestão do consórcio intermunicipal de saneamento da serra de santana referente ao exercício de numero no item numero balanço financeiro aparece a seguinte mensagem rebuild failed trailer not found original message pdf startxref not found
272,não consigo assinar a certidão cadinq do processo de execução numero numero
273,no processo numero numero consta um um retorno de protesto que não consta a identificação do responsável do numero do processo e o item da prvidência
274,imagem na visuaização dos chamados está dando erro ao abrir
275,erro ao abrir chamado quando não preenchemos o ramal
276,os processos numero numero numero numero numero numero numero numero numero foram devolvidos por irregularidade data da apresentação inferior à data do vencimento
277,liberar a seguinte crítica para a tramitação do doc numero numero possibilitando o seu apensamento à execução de n numero numero ocorreu um erro na motagem do lote o processo informado deve estar apensado ao numero numero pois este trata se de uma defesa
278,solicito a correção do erro no registro da batida do meu ponto no dia numero numero conforme tela de erro em anexo
279,os processos numero numero numero numero e numero numero retornaram do protesto sob alegação data da apresentação inferior a data do vencimento
280,problema com a digitalização de documentos
281,usuário está tentando acesso ao legis já foi recuperado a senha só que o sistema apresenta o erro usuário senha inválido ou este usuário não esta disponível para esta aplicação em anexo o erro
282,não esta sendo possível realizar consultas sexto bimestre nos anexos numero e anexo numero sendo que o mesmo exibe dados no banco de dados
283,os jurdiscionados não estão conseguindo parcelar as multas pelo portal do responsável exemplo processo numero numero cpf numero e código de acesso a numero baf numero
284,foi identificado que numero registros do anexo numero despesas foram duplicados ao processarem as informações de terceiro bimestre da prefeitura de campo grande segue planilha em anexo com informações duplicadas grifadas em amarelo
285,empresa que tem como cliente a pm carnaubais percebeu uma divergencia no atual layout de importação do anexo numero foi pedido que mande por e mail
286,email
287,problema publicar informação
288,controle externo siai despesa de pessoal siai dp funcionários por cargo erro ao imprimir
289,não consigo acessar o diário oficial referente a outubro e novembro do ano numero em novembro de numero só aparece dois diários numero numero numero e numero numero numero e outubro só aparece numero diários
290,o processo anexo acusa endereço inexistente embora esteja cadastrado
291,com os cumprimentos cordiais informo que não estou conseguindo tramitar processo que se encontram no setor cogep arquivo para cogep apresenta a seguinte informação os setores de origem arqcogep e de destino cogep devem ser internos ao mesmo setor cogep dag
292,ao al terar o tipo processual dos processos enviados via portal do gestor uma mensagem de erro é apresentada ao usuario impedindo a correção do tipo processual cadastrado
293,não consigo complementar ato
294,o usuário está tentando gerar o arquivo para o tce porém ocorre críticas no anexo numero receita onde somatório do bimestre anterior receita do bimestre atual não batem com a receita realizada mesmo estando o valor correto segue backup e crítica em anexo
295,instalar sistema ergon na área de trabalho e quando vou incluir informação nos processos o sistema pede para instalar extensão
296,ao tentar acessar o ergon a página não abre conforme print em anexo
297,usu aacute rio enviou processo através do portal e tce mas não consegue visualizar até realizei uma busca simples não localizei como também a de também localizou processo n numero numero companhia serviços urbanos de natal urbana verificar se existe algum registro de envio
298,não consegue entrar no portal do gestor usuário e senha inválidos já tentou recuperar a senha e não resolveu o problema
299,erro no tceadmin ao tentar acessar o cadastro de jurisdicionado
300,ao assinar documento que deu erro de memory full no ato do cadastro o mesmo continua dando erro conforme imagem anexa
301,não aparece o link do processo apensado
302,não consigo gerar o rgf controle externo siai análise cons dados coletados todos anexos o sistema informa a seguinte mensagem microsoft ole db provider for sql server erro numero the server principal tce numero is not able to access the database recepcao under the current security context sistemas siaianalise conbimestre consultabimestre asp line numero
303,problema ao criar modelos setor gerência do suprimento de fundos gsf
304,o jurisdicionado responsável pelas informações do siai referente a câmara municipal de nisia floresta entrou em contato informando que recebeu uma notificação através do processo numero numero tc que diz que o anexo numero não foi preenchido corretamente e que deixamos o percentual zerado porém verifiquei meu banco de dados do siai da época e consta a informação corretamente no anexo numero com percentual em numero numero de despesa com pessoal análise ao verificar os dados disponibilizados no portal da transparência e na area restrita realmente não identificamos o percentual preenchido porém ao visualizar o banco de dados os valores estão devidamente preenchidos em seus respectivos lugares o qual compreendemos que o erro consta na emissão do relatório conforme pode ser verificado na planilha em anexo dados do banco de dados e relatório da area restrita analisado pelo corpo técnico do tce
305,ao tentar gerar o arquivo para o tce pela pm serra de são bento o siai apresenta o erro a seguir
306,o processamento do bimestre numero numero da pm de portalegre apresenta críticas como na imagem em anexo
307,no siai análise realizei uma consulta para visualizar os dados do anexo numero referentes ao numero bimestre de numero da prefeitura municipal de acari ao clicar no botão imprimir relatório o sistema apresentou mensagem de erro conforme imagem anexa
308,há um erro na descrição de uma coluna de um tabela do formulário de preenchimento do anexo numero onde tem despesas com saúde computadas deveria ser despesas com saúde não computadas ver imagem anexa
309,o siai análise não está mostrando ao consulta o anexo numero o percentual aplicado em saúde limite constitucional numero essa informação é coletada pelo siai fiscal campos numero e numero do layout de importação
310,problema ao importar processo eletrônico
311,detectada dívida no sistema de processos citações comarca citação n numero cujo município da citação não existe na tabela de comarca homologada de protesto
312,detectada pessoa no sistema de processos citações comarca pessoa id numero cujo município da residencia não existe na tabela de comarca homologada de protesto
313,detectado registro na tabela exe debito que possui uma decisão relacionada que não possui o campo idinformacao preenchido podendo gerar registros com problemas futuros no protesto idcomposicaopauta numero
314,não foi possível concluir o cadastro por falta do ato da nomeação do cargo ocupado no órgão
315,o processo numero numero foi devidamente digitalizado no entanto aparece independência o sistema informa que existe a pensado não digitalizado numero numero sendo que o mesmo foi inserido no lote e não existe nada para ser importado
316,prefeitura de jucurutu não está conseguindo emitir o recibo definitivo do envio de contas de governo não é necessário o processamento do xml e mesmo assim só aparece o recibo provisório
317,problema no sofc
318,foi efetuado o cadastro da servidora maria da conceição oliveira cpf numero numero numero no portal do gestor e no sispatri quando ele tenta entrar no modulo sispatri apresenta o erro da imagem em anexo
319,problema com decisão monocrática
320,processo incluído em lote errado
321,erro na funcionalidade situação da entrega do rreo e rgf dam
322,o processo numero numero foi devolvido do protesto pelo cartório por irregularidade em numero numero numero pelo motivo de endereço do sacado insuficiente no entanto ao verificarmos o endereço não detectamos nenhuma inconsistência
323,foi identificado um erro na coluna valor realizado no exercício do balanço orcamentario receitas foi identificado a inclusão de um valor estranho aquele vindo no arquivo de importação segue arquivos para analise
324,fui enviar o siai dp da câmara de fernando pedroza no mês de agosto de numero ao clicar em consulta verifiquei que no portal do gestor consta em aberto como seu não tivesse sido enviado os arquivos referentes ao mês de julho de numero conforme print anexo no entanto tenho o recibo definitivo do envio do mês mencionado comprovando que foi enviado no dia numero numero numero às numero numero numero conforme documento também em anexo desejo que essa situação seja corrigida até porque não existe nem a opção de exclusão por nossa parte logo não teria como fazer essa operação joão venâncio contador contato numero numero numero
325,sistema ergon não abre no computador nem sequer carrega a tela inicial
326,sem conseguir acessar a área restrita
327,acessos não autorizados a página exclusiva de administrador módulo siai despesa de pessoal página conssiaiddpanaliserelator ação atualizar dados pessoa shárada soares jewur setor atual dai
328,desde ontem exlcui a informação anexa no processo para incluir uma nova informação porém sempre fica cadastrada a antiga informação
329,a página do iege disponível no site do tce rn ao tentar enviar e mail apresenta o erro conforme figura em anexo
330,problemas ao validar notas na área restrita
331,proc numero numero não consigo enviar a protesto e verificando as pendencias aparece informação composição pauta e informação base informação
332,proc numero numero não consigo enviar a protesto e verificando as pendencias aparece informação composição pauta e informação base informação
333,proc numero numero e numero numero quando tento enviar a protesto aparece que sistemas protestoextrajudicial envioderemessa asp line numero a data de apresentação deve ser superior a data de vencimento do boleto numero
334,não é possível aprovar pessoas no sistema do e tce chamado recorrente
335,solicitante informa que seu nome não fica verde na tela lista de pessoal do tce mesmo tendo passado com a digital pela catraca informa a sensibilização do nome indicando a presença no prédio é uma demanda do gestor do contrato
336,solicitante informa que seu nome não fica verde na tela lista de pessoal do tce mesmo tendo passado com a digital pela catraca informa a sensibilização do nome indicando a presença no prédio é uma demanda do gestor do contrato
337,solicitante informa que seu nome não fica verde na tela lista de pessoal do tce mesmo tendo passado com a digital pela catraca informa a sensibilização do nome indicando a presença no prédio é uma demanda do gestor do contrato
338,problema com área restrita
339,ap oacute s clicar no banner do curso do samu disponível na área restrita aparece o erro contido no anexo expondo o caminho do arquivo ip versões do framework localização no fs com isso é notável perceber que esse erro mostra uma falha de segurança para os sistemas do tce
340,com os devidos cumprimentos relato que tendo em vista a politica de segurança das informações desta corte relato que é possível por parte daquele usuários que não tem permissões para ações especificas acessarem dados que não competem a eles acessarem como no caso de memorando no setor os usuários que não tem permissão conseguem em achar fácil gerenciar memorando e ao clicar no emoji do google chrome ele consegue visualizar os memorando no setor mesmo sem permissão segue em anexo o caminho de acesso afim de solucionar os fatos e manter o sigilo das informações solicito providências
341,tem urgência porque vai prescrever e tem vários erros proc numero numero tento reenviar e não consigo está no marcador azul e distribuído pra mim na aba de pendências aparece divida numero como protestada embora haja documento de retorno do cartório informando data de emissão posterior ao vencimento e dívida numero como solicitação de desistência embora os documentos de retorno do cartório aparece rua número inexistente no endereço mas não permite reenviar
342,prezados bom dia os certificados dos participantes estão saindo com erros no texto dois dos quais pudemos observar são os seguinte cursos numero seminário sobre compras públicas dos pequenos negócios fomentando o desenvolvimento local numero tce inova i edição tema meios al ternativos de solução de conflitos no âmbitos dos tribunais de contas no entanto gostaria que os demais certificados de todas as capacitações fossem avaliado fico à disposição para qualquer esclarecimento atenciosamente
343,tem numero processo para serem enviados mas quando clico na bolinha para envio aparece a data de apresentação deve ser superior a data de vencimento do boleto numero sistemas protestoextrajudicial envioderemessa asp line numero
344,proc numero numero aparece informação composição pauta informação base informação na consulta de pendência
345,problema com decisão monocrática
346,prezados a nova funcionalidade implementada para inserir planilha em excel no cadastrar processos relacionados está apresentando o seguinte erro em anexo att guilherme dap admissões numero andar
347,informo que este setor detectou divergência entre relatórios extraídos da área restrita que em princípio deveriam apresentar os mesmos valores um dos relatórios chama se controle do expediente funcional estagiários resolução n numero numero gp tce e o outro bolsa esses relatórios servem de subsídio para elaboração da folha de pagamento dos estagiários sendo que um deles serve para carga em lote do sistema da folha de pagamento que tem por finalidade precípua criar celeridade no procedimento e evitar manipulação de dados intervenção humana no momento da digitação o fato é que podemos constatar facilmente que há diversos casos de divergência de valores entre ambos os relatórios seguem cópias anexas como exemplo por amostragem seguem dois nomes para verificação adna yara dantas e aline cristina dias silva isto posto solicito que o caso acima relatado seja verificado pelo setor responsável na maior brevidade possível
348,prezados quando tentei excluir o processo numero numero relacionado ao processo relacionador numero numero pela funcionalidade cadastrar processos relacionados ocorreu o seguinte erro em anexo att guilherme dap admissões numero andar
349,problema com o mouse
350,o processo numero numero foi republicado por correção não está aparecendo para registrar ato
351,dúvida ao preencher o novo gestor no anexo numero
352,com relação a receita as receitas do município que possuem dedução para a formação do fundeb como fpm icms ipva entre outros estão sendo apresentadas no anexo numero receitas na aba balanço orçamentário de forma errada sendo que o valor das receitas apresentadas na aba cadastro da receita estão corretas pois eu conferi manualmente com relação a despesa as despesas foram conferidas e preenchidas manualmente e por isso deveriam estar correta porém segundo consta no relatório do mavs os valores empenhados liquidados e pagos estão bem menores do que o valor correto em anexo está o arquivo do numero bimestre o backup do siai e o relatório do mavs mostrando a diferença sendo que os valores de receita e despesa do siope informado estão corretos
353,ocorreu um erro na motagem do lote o processo numero numero não pode ser tramitado pois existe decisão monocrática cadastrada que ainda não foi liberada para publicação no doe
354,gostaria de saber qual o procedimento para alt erar o nome em virtude de casamento segue anexo o rg atualizado
355,ao gerar o arquivo de prestação de contas surgiu duas mensagens de erro porém ao clicar ok o programa gera normal o arquivo de prestação de contas porém as referidas mensagens não era para existir numero deg bimestre
356,erro ao gerar o arquivo de prestação de contas do numero e numero bimestre numero ao clicar em ok o programa fecha e não dá continuidade na opera ccedil atilde o
357,no processo numero numero os ítens certidão débito certidão certidão de créditos não quitados certidão de créditos não quitados informação da certidão e data de vencimento do boleto todos estão com a mãozinha negativa
358,erro ao tentar cadastrar receita no anexo numero numero bimestre
359,ao tentar visualizar o conteúdo da consulta feita para a prefeitura municipal de são josé de campestre um erro surge na tela imagem do erro em anexo
360,chamado automático para informar pessoas que estão com bloqueio igual a n e que estejam com data de demissão informada
361,o solicitante não conseguiu buscar o gestor da secretaria de estado do planejamento e das finanças seplan ao tentar realizar uma atuação de processo foi verificado no anexo numero do órgão possui numero unidades gestoras imagem em anexo e que josé aldemir freire é titular na primeira titular e ordenador de despesas na segunda e a terceira não possui titular
362,o processo n numero numero tc apesar de ter sido publicado em numero numero numero não aparece na lista de processos para ser registrado os processos ns numero numero tc e numero numero tc não consegui alt erar as datas de publicação no d o e para posterior registro e remessa
363,existe uma divergência entre o siope e siai onde o valor das despesas totalizadas via api está diferente do que foi processado no siai segue planilha das despesas relatório de divergência e resultado da api em anexo o gestor já está alt erando a divergência das receitas logo não há necessidade de analisá las
364,processo numero numero em setor diligência sec adm não foi dado baixa nos sistemas do tce mesmo após ser devolvido à secretaria de estado da administração
365,detectada dívida no sistema de processos citações comarca citação n numero cujo município da citação não existe na tabela de comarca homologada de protesto
366,detectada pessoa no sistema de processos citações comarca pessoa id numero cujo município da residencia não existe na tabela de comarca homologada de protesto
367,detectado registro na tabela exe debito que possui uma decisão relacionada que não possui o campo idinformacao preenchido podendo gerar registros com problemas futuros no protesto idcomposicaopauta numero
368,erro ao abrir chamado
369,erro ao abrir chamado
370,usuária inseriu a data de inicio de obrigação errada e isso gerou a obrigação de envio de numero declarações sem necessidade após conversa o erro foi corrigido e as obrigações de envio erradas foram deletadas
371,usuário estava enviando uns arquivos de petição e o sistema começou a acumular os envios anteriores exemplo petição processo numero evento numero processo numero petição processo numero evento numero processo numero evento numero processo numero petição processo numero evento numero processo numero evento numero processo numero evento numero processo numero segue numero de processos onde esse erro ocorreu numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero numero
372,proc numero numero está estranhamente registrado como sigiloso embora não seja
373,problema com arquivo epub
374,ao tentar realizar inscrição de participantes em cursos da escola a inscrição não é finalizada e retornar à página inicial pedindo para contactar a própria escola de contas
375,o siai bi não está carregando precisamos do siai bi para dar andamento aos processos do mutirão dap adm
376,problema no ergon
377,sistema ergon não abre no meu pc segunda vez que o monzila atualiza automaticamente e impede do sistema funcionar no navegador
378,informa não conseguir incluir informação no processo numero numero tc
379,página para enviar a prestação de contas está desconfigurada no portal do gestor conforme imagem
380,problema para registrar ato
381,não consigo acessar o legis já é a terceira vez que o mesmo problema ocorre
382,corre ccedil atilde o da tela em anexo no siai fiscal o botão para anexar o arquivo lrf está sobre a funcionalidade selecionar ano causando dificil leitura e anexo de documentos
383,cadastramento de diário oficial tce data publicação numero numero numero número numero ano numero
384,usuário informa que o ergon não está funcionando
